Aircraft_Type,Check_A_Part_Price,Check_B_Part_Price,Check_C_Part_Price
A321,14.69195203,53.17994457,967.9929208
A321,15.1056443,67.20507399,1949.36598
A321,12.90807369,76.28026199,2034.963541
A321,15.28711288,35.58637037,1920.023245
A321,12.28948866,68.93779098,1865.329866
A321,14.35099874,75.88248586,1504.924579
A321,10.16443982,52.68833388,1218.033838
A321,12.29346898,77.29602829,2285.661085
A321,14.50712511,43.22666288,2268.622362
A321,14.28247089,65.46339727,1513.857812
A321,9.645382068,60.69259246,1872.466264
A321,16.06801657,58.09408468,1887.241542
A321,11.45979942,66.87559035,2053.104985
A321,10.85472829,69.92171687,1948.837507
A321,10.93706578,54.28429068,2082.688835
A321,12.05932037,60.2575224,2476.455105
A321,13.30823012,64.24164212,2233.216957
A321,10.95196566,64.07919485,1623.000086
A321,12.34431362,78.13588762,2628.64366
A321,11.97684319,65.3406956,1869.615218
A321,10.93965024,66.57978463,2125.248083
A321,10.06812845,53.32990326,2408.371933
A321,11.92355486,55.89014221,1960.808623
A321,10.86711288,52.93696585,1985.329973
A321,9.17443785,59.1560778,1825.43189
A321,9.593754003,61.36964357,1367.672172
A321,14.33441215,66.06025453,1964.54933
A321,10.27855585,52.01172448,1221.144009
A321,8.409175667,67.20417137,2158.26596
A321,12.15443785,57.75183432,2079.123725
A321,14.38763671,53.12553205,1808.758109
A321,8.607496704,66.5989283,2358.241228
A321,15.41580378,57.04265491,1813.809421
A321,14.48433182,63.75554261,1669.609589
A321,11.89264082,51.56960936,1346.409883
A321,13.51280375,53.86359591,1796.475218
A321,9.936967012,61.75965068,1966.663965
A321,15.45840818,76.78914344,1806.193734
A321,14.65289826,54.74612816,2433.650369
A321,12.68780749,53.99935622,1781.918993
A321,11.88068013,53.68746133,1882.735142
A321,10.98343397,46.78092406,1913.672273
A321,14.1899603,70.79066234,1598.111583
A321,10.27995935,61.36509347,1697.79369
A321,8.386047999,69.36037649,2267.259492
A321,14.12775788,63.04653227,2147.152372
A321,16.3242855,62.4631444,2269.728206
A321,8.870085805,59.73693195,1222.931861
A321,8.426233234,53.57928524,1976.997595
A321,12.4723772,70.08207013,1829.615151
A321,12.01388416,71.5873204,2257.438549
A321,11.11186749,42.00697259,2343.714122
A321,13.70171984,67.18992251,1489.733971
A321,11.68931106,51.84198143,1645.953712
A321,13.78317412,63.80025631,1301.965077
A321,10.93216724,53.99350602,1385.189236
A321,8.238040833,65.42474689,1974.24963
A321,14.1643728,39.63247847,1121.135886
A321,12.26807886,46.66366578,2224.577237
A321,9.62215396,74.92601219,2110.936226
A321,9.460558694,53.43629323,2268.945172
A321,11.79669676,65.99078386,1927.992286
A321,14.85265844,49.77532374,1199.385801
A321,13.55495217,67.10539032,2021.665725
A321,9.894517237,52.04143349,1810.710307
A321,14.60231806,79.53594566,2317.401483
A321,10.80930296,62.8427905,2171.967546
A321,9.39130602,47.78066806,2010.426523
A321,12.6206443,69.46788709,1959.023148
A321,10.89393537,69.52852034,1290.292432
A321,8.756265049,56.37142877,1900.720929
A321,12.90118773,66.99244606,1981.298789
A321,14.36910619,62.7451722,2326.63377
A321,12.98600518,81.9094225,1522.955322
A321,12.26245359,80.90323662,2569.989057
A321,11.20403101,47.27604028,1971.065009
A321,8.30273674,54.08527721,1739.17195
A321,13.5517337,34.44782613,2011.054864
A321,10.37431523,51.33295386,2516.065094
A321,13.17645371,55.11024705,2284.453666
A321,10.1609402,73.56210017,2463.631259
A321,12.89379638,58.80475767,1907.938181
A321,13.69129273,68.40433172,2583.518015
A321,12.95056688,66.70129702,1473.111335
A321,12.27890644,46.41450028,2280.084319
A321,16.11576764,49.95409631,2010.058974
A321,13.41116454,78.28265728,1860.933132
A321,15.78048182,59.23376796,1444.636631
A321,11.64467699,69.37237036,2457.221059
A321,8.839182158,67.52188432,1917.001166
A321,8.813857694,65.76473149,1621.315626
A321,10.49087424,66.1421815,1081.280375
A321,15.24317481,65.47710964,2387.814786
A321,9.032048313,50.87931813,1223.111823
A321,12.05909642,67.5896372,1473.028653
A321,10.58922041,69.8991336,2166.401525
A321,11.63847232,70.43903899,1369.165476
A321,13.30004638,57.39516085,1672.337955
A321,9.536281679,53.52292747,1908.12215
A321,15.02180362,52.08499244,1546.936379
A321,9.890898233,71.61981027,1734.880318
A321,11.20958444,55.94318989,1437.088428
A321,12.13055822,68.4941433,1717.854151
A321,9.681386534,43.79438678,1798.565384
A321,9.895145208,59.91078698,1237.583847
A321,13.34531746,52.11958412,1485.448942
A321,9.590602554,67.117403,1575.023834
A321,13.27110548,67.52896967,2004.865099
A321,12.75135711,61.40274338,2115.869606
A321,11.7584883,69.06037478,2694.884646
A321,12.20870376,51.26904218,1585.538685
A321,14.161433,67.93104266,2290.095182
A321,14.5273772,53.35876493,1527.931599
A321,8.532122065,77.58410837,2172.96744
A321,14.13610945,52.05634071,1527.391593
A321,10.811369,54.48391173,2307.0557
A321,11.48160575,48.94885706,2384.5403
A321,12.20012569,83.54160161,1725.904827
A321,11.5081338,59.81267685,1650.680465
A321,13.81972107,60.8263024,1789.860581
A321,12.13350328,70.03523621,1191.392092
A321,14.6346482,59.77253934,1907.246303
A321,14.76883669,59.24644353,1364.790962
A321,14.72373514,59.66686328,1681.757328
A321,13.52161967,75.06602813,2143.810167
A321,14.396471,66.98017493,1621.192359
A321,12.44012625,63.99653646,2271.345435
A321,10.40182603,56.38733377,1718.355228
A321,13.87898477,40.99797746,1613.724162
A321,10.04031704,49.38385707,2349.524992
A321,12.08170319,49.83998625,2015.048692
A321,11.75121133,56.80009971,1918.936741
A321,11.17474984,60.73242378,1901.437956
A321,10.16220409,66.51945388,1742.062015
A321,10.58480946,50.71434588,1838.554337
A321,11.5357246,55.60218536,2044.719647
A321,11.64277995,74.39682186,1466.046645
A321,12.91839035,53.56965068,2020.701877
A321,13.44599148,49.71482767,1864.108063
A321,14.78201769,80.47825808,2543.051496
A321,9.888252946,66.09733319,2344.180442
A321,12.41946987,72.12541788,1291.0865
A321,14.57815285,69.46473819,2052.979045
A321,11.25627191,71.9643402,1618.553964
A321,10.25366873,80.86393465,1094.981555
A321,12.24543062,44.68888713,1754.789078
A321,12.38104011,77.79487813,2061.633058
A321,10.45072305,68.4413295,1846.465634
A321,13.14441824,82.42093357,1486.764417
A321,11.61422136,63.58999774,1891.577941
A321,11.15017903,50.18473369,2169.313073
A321,11.29566241,53.31243847,1915.064834
A321,11.63405861,52.86772719,2286.281027
A321,14.36818482,59.54657732,1866.738441
A321,9.473715799,62.03869882,1575.17316
A321,8.765801239,49.63849134,2096.688217
A321,10.07365406,42.50710162,1301.689673
A321,10.39402345,56.16937582,2466.912699
A321,12.66989728,51.93665137,2112.04908
A321,7.939453191,63.64623766,1183.94202
A321,12.96969038,72.95848234,1776.444823
A321,10.47496919,61.53302108,1451.133549
A321,13.0249374,55.76481949,2362.616317
A321,16.23344538,57.5871993,2227.159295
A321,16.02266931,64.18311608,2002.02748
A321,8.837081636,68.05439291,1511.20215
A321,11.44544812,55.34408559,2239.348238
A321,11.92273673,77.31959527,1977.062978
A321,16.16553059,66.8004417,1707.00968
A321,12.06562907,61.02275523,1353.163341
A321,12.2279403,49.77254432,1511.935447
A321,12.87107803,51.95066942,2499.444639
A321,11.4895816,59.6586656,1314.245032
A321,13.62956363,40.4687227,2067.10862
A321,8.342553963,76.86450957,1806.915151
A321,13.26302394,66.96829358,2182.994871
A321,8.332201343,45.65769579,1775.06432
A321,13.38602474,60.37407125,1732.882362
A321,12.86565403,72.3438089,1688.510559
A321,8.821952026,59.05961367,2040.768008
A321,13.82008023,51.51995234,1595.976289
A321,15.71145729,54.77545508,2640.932039
A321,11.49349901,74.72668126,2336.273459
A321,10.71599874,51.96428716,1741.393453
A321,12.03354648,53.09982143,1189.676072
A321,11.23238071,46.34810628,1538.454044
A321,10.11241435,49.21696819,1855.23383
A321,11.49193586,45.17519742,1774.002593
A321,9.100046383,62.73499651,1861.851038
A321,12.74245138,52.19904256,2049.792621
A321,15.46506648,76.39530867,2015.115197
A321,12.34285737,47.93609201,1114.154736
A321,10.30409915,57.59548371,1721.785724
A321,12.43524971,79.7302072,1464.150221
A321,15.56664705,58.39342892,1699.201246
A321,14.43641682,52.3132796,1896.64047
A321,13.14207091,48.45197575,2005.046647
A321,10.33110945,68.40905501,2097.114937
A321,13.63795733,57.45390383,1792.745487
A321,14.39222897,72.84908237,1158.030962
A321,12.2460801,46.10842727,2045.275086
A321,14.68609675,64.71776051,2500.974635
A321,12.7332886,59.03679166,2407.158985
A321,9.339559992,66.72794959,1441.538517
A321,13.05976461,62.95027398,2150.225151
A321,14.955956,45.79658069,1713.065446
A321,10.62480289,53.55085752,2082.839535
A321,13.96601307,69.92303743,1535.236301
A321,12.01305809,52.24331474,1616.666748
A321,13.72322165,68.12313798,1719.337426
A321,22.83344224,67.47568145,1734.805769
A321,13.75532816,74.21415997,2039.55005
A321,16.05265844,73.46565824,1841.391785
A321,15.29511146,49.07717382,1324.618992
A321,9.008148633,68.59607664,1638.926595
A321,40.84694435,63.82652063,1232.569251
A321,8.656384191,49.68235931,1862.335363
A321,10.2905709,52.51565123,1795.210296
A321,12.17637159,61.25770904,829.8088565
A321,13.95378795,63.81025612,1147.803755
A321,8.44062332,61.44572796,1566.169845
A321,14.66594738,80.88143917,1683.472552
A321,15.48849047,60.02397511,1745.678829
A321,11.24549903,64.88124719,2486.292062
A321,11.40522454,64.87384171,2074.756848
A321,14.94328521,43.95355637,2500.90322
A321,13.00496022,55.34512012,1889.353848
A321,11.2304555,56.15091716,1304.105662
A321,11.21924501,67.90433172,1534.83291
A321,14.59447168,57.41878085,1268.068002
A321,9.332574912,77.24373046,1339.572779
A321,16.158717,42.82441488,2226.799868
A321,15.82057264,63.89970528,1097.79854
A321,11.81672509,74.38364158,1927.624258
A321,13.65334844,52.75052727,1174.601704
A321,15.666826,40.92444014,1227.291571
A321,9.60043306,69.1552327,1479.401651
A321,15.85802746,63.63727457,1917.116885
A321,11.32851872,62.55474689,1933.20421
A321,9.141779527,81.0895975,1598.743188
A321,15.73395436,55.42088029,1317.173316
A321,16.11459972,47.63321902,1378.081036
A321,11.14381248,67.04518438,1706.708698
A321,14.50198531,59.31237036,2202.510862
A321,14.06371884,62.71314175,1953.457976
A321,10.78564723,54.67179628,1861.470741
A321,12.07557839,66.47899702,1472.307384
A321,12.06901625,68.33773923,1285.518705
A321,14.18908948,81.02650422,1444.988863
A321,9.34639121,68.67964097,1757.288567
A321,9.160951615,61.60148406,1915.574716
A321,14.3890671,58.5891703,2611.896576
A321,12.03698852,43.23469348,2121.957934
A321,8.571845569,55.7330292,1956.073393
A321,12.79217882,42.1565641,952.9098645
A321,11.64362212,72.41833782,1786.439852
A321,9.364349443,48.06287679,1528.309439
A321,15.2883042,63.95412335,1776.949566
A321,13.13459923,51.88749367,2035.263361
A321,7.734811749,69.59408856,1285.114221
A321,11.78728959,64.52597637,2193.194409
A321,13.41044383,47.45558282,1540.334756
A321,9.919439823,71.06458576,1211.031623
A321,14.66451853,54.52045749,1560.014394
A321,11.9849961,67.15256464,2393.0631
A321,10.81222638,63.41040718,1701.816998
A321,13.33504638,34.57247872,1996.108466
A321,13.45112207,47.56963059,2415.473082
A321,14.16278084,69.40789489,2335.43647
A321,8.734647748,62.13129283,2408.214122
A321,12.89138174,59.32907183,2262.021177
A321,13.82171909,41.51207881,618.0280488
A321,12.56907606,66.07857814,1868.737193
A321,13.05468331,85.02755361,1915.71008
A321,12.41065331,54.93707173,2261.823548
A321,13.40646273,76.44097519,1740.723801
A321,14.6739496,57.00436881,1711.850289
A321,9.848288597,60.35737393,1217.961987
A321,12.64107199,69.9925517,1522.553009
A321,10.86282161,46.43790946,2370.488419
A321,10.79342446,53.50401005,2095.186385
A321,11.83298579,43.99859394,2311.267063
A321,11.44017607,65.09480766,1332.624937
A321,11.52058723,48.80476241,1825.720265
A321,10.14546413,51.9830292,1157.310784
A321,10.75796136,39.02244868,2598.194561
A321,9.15154207,64.72808771,2219.622032
A321,9.187852814,40.26928852,1934.700413
A321,12.30918216,54.95396311,2191.353896
A321,10.662468,66.79380947,1999.288198
A321,9.118953137,63.31646331,2503.864542
A321,13.15759403,54.17286126,1307.423285
A321,14.38741435,38.97169945,1937.279925
A321,14.36171581,67.39597847,1072.293648
A321,8.919859501,74.66049286,2067.809224
A321,11.84801943,59.17426262,1837.176118
A321,9.542092956,60.23066124,1726.127334
A321,9.643461407,41.98649978,1723.944841
A321,10.14509946,65.15442855,1663.730775
A321,16.23432348,53.40875901,2292.842251
A321,9.253365878,69.82842681,2554.816751
A321,13.18231905,60.79345402,1516.697662
A321,10.56114017,54.62847232,1922.442721
A321,8.759898863,50.96877757,1405.066672
A321,12.67815891,61.31700787,1972.252851
A321,12.2830285,39.97643356,1675.735705
A321,10.01841347,54.32093785,2015.729821
A321,9.865488332,54.62285673,1870.105991
A321,10.65967725,43.13957125,1706.584501
A321,14.26039194,52.77339404,1151.774752
A321,10.10374536,49.2435623,2613.797767
A321,8.621737928,49.0930431,2222.080553
A321,13.09649956,67.1606593,1713.767392
A321,8.98175166,77.11247623,1331.143265
A321,10.87230749,69.59235535,1767.215376
A321,7.876985814,47.12930549,2120.35542
A321,14.59609839,46.95792658,1540.659242
A321,16.10572264,65.92283033,1590.591505
A321,13.73491727,56.33344842,1979.889705
A321,16.11981796,75.62551609,1892.69097
A321,11.2418533,55.68594518,2445.237457
A321,11.97587774,37.78246133,1799.403103
A321,9.523527041,44.77770518,1688.779711
A321,10.44139401,46.32142786,1560.18894
A321,9.004759854,70.1356985,2086.079917
A321,9.007446228,68.93959488,2297.670522
A321,10.99869738,61.79734797,1546.842105
A321,11.33285737,59.7270761,1546.904218
A321,14.80689511,39.83206032,2432.305226
A321,10.92499507,64.40927636,2377.230521
A321,14.3739391,47.50599594,1723.139843
A321,10.48942735,67.16385529,1989.227383
A321,9.459185533,42.24569778,1940.029739
A321,13.68601307,71.52772171,1863.817549
A321,11.94298076,47.73743294,1555.557809
A321,14.28273957,50.98361005,1828.438056
A321,14.16312845,61.8798452,2114.734561
A321,9.190899584,40.39477728,1445.716136
A321,10.98094709,43.46268257,1763.614805
A321,12.07009033,57.95764478,2992.447221
A321,14.95510178,78.85499666,986.0338105
A321,13.53442263,65.58541501,1520.750447
A321,12.54981578,58.78836804,1698.573066
A321,14.30492281,52.60383638,1529.360214
A321,12.03470918,55.98073559,1873.644475
A321,13.81836153,62.1571191,1272.074774
A321,12.09984768,53.98034786,2178.903337
A321,12.3082513,78.95432112,1247.665377
A321,10.0805316,71.61536034,1361.887608
A321,10.26939766,66.14710541,2188.475298
A321,8.632638206,42.06136739,2434.505386
A321,11.38501448,61.02500206,1511.634013
A321,11.4845624,78.32505883,2171.29322
A321,12.45648874,76.68914299,2061.917201
A321,11.08884625,60.14535753,1914.001649
A321,12.51820548,68.49142842,1817.871065
A321,14.02045533,68.58223021,1697.518619
A321,15.92309249,60.45540032,2181.881532
A321,12.16443574,62.41192878,1741.411707
A321,13.65527018,62.85113333,2382.004003
A321,14.51171345,75.89182595,1549.949692
A321,13.13886968,47.85381896,1626.477789
A321,15.63867765,47.39736278,1485.685436
A321,12.6773772,63.30326969,2289.245187
A321,9.705989546,63.95128269,1081.929894
A321,15.08155363,53.89981143,1651.66244
A321,14.09880654,59.86330341,1659.50737
A321,13.18476106,54.90513808,1092.527638
A321,11.4823686,38.0390037,1816.362231
A321,9.910972962,57.72505297,1318.765524
A321,11.32656576,68.05612157,1951.974285
A321,12.20123717,60.60243257,1201.492038
A321,12.57018721,53.82965068,1098.368963
A321,12.80089682,47.92942829,1386.805079
A321,14.41660404,56.76528742,2196.631106
A321,15.16001345,59.5709237,2045.93409
A321,10.71952585,44.58956872,1628.055373
A321,14.85595252,44.22286065,2051.746702
A321,12.0358367,44.31088957,1683.596158
A321,15.03122477,64.88241483,2178.160395
A321,11.11457751,56.51512749,1544.824135
A321,14.92441655,79.90452364,942.2607309
A321,12.37911075,50.94140161,1838.80138
A321,15.81404664,60.28072878,1119.117677
A321,14.59027018,50.9080796,1915.096875
A321,9.733198219,61.22036942,2670.004371
A321,11.11207812,59.43150004,1788.426197
A321,12.48936657,74.01634107,2229.420211
A321,9.897955314,54.77961737,1890.844914
A321,12.33065331,76.04739066,1826.376691
A321,11.86290149,66.10954389,2691.774101
A321,10.53429046,47.13881606,1999.531956
A321,14.0445599,57.04647018,1621.768515
A321,8.506418348,61.8086965,2498.602622
A321,11.5178143,62.17340968,2406.234545
A321,14.30234444,47.21361005,2270.044071
A321,12.1191885,44.22722805,1173.739088
A321,12.85011127,71.96024247,1644.964304
A321,8.750016814,71.98991529,1700.698612
A321,8.678433972,72.93510225,2376.170044
A321,13.13559262,38.30432011,1321.293609
A321,8.506845279,54.51087786,2019.016144
A321,14.79147339,50.41936914,1917.95114
A321,12.07795531,52.45172725,1046.310312
A321,14.8869473,73.84732627,1883.072515
A321,63.11808927,77.78381809,2583.372777
A321,11.19640365,60.83144498,2258.47316
A321,12.86060973,39.15561457,1347.185172
A321,9.372345873,47.82763369,1359.337554
A321,15.45754357,53.61199624,1675.888464
A321,9.656256878,60.88055908,2418.725201
A321,14.04769355,68.78775575,2309.564564
A321,10.45578913,77.22729537,1011.100084
A321,7.72862381,46.4901768,1263.40018
A321,15.35780517,49.03621459,2105.105793
A321,8.802581764,80.27283766,2085.662112
A321,12.30754091,77.59157315,1129.017756
A321,13.13014115,66.87573025,1414.520232
A321,13.65602965,62.62866813,1609.491954
A321,8.052813631,60.17596334,2363.466219
A321,11.32214193,72.35147561,1257.304669
A321,12.37940076,63.90255843,2292.878021
A321,14.22507054,70.44566419,2217.213251
A321,10.79083586,39.51847508,1928.263625
A321,11.1937158,65.55771595,2253.54585
A321,13.31676649,55.31918877,2351.967778
A321,11.41546896,68.4547118,1248.019995
A321,12.08874714,61.86761982,1677.953196
A321,14.208903,47.07334279,2384.898064
A321,13.20423118,71.03244658,2513.546024
A321,10.20650931,55.06808546,1600.525627
A321,9.764532912,82.10981905,2175.736008
A321,13.37468189,79.32113228,2072.202278
A321,9.204933623,72.6043243,2431.613406
A321,9.305880736,72.13648418,1238.991096
A321,8.39266825,45.92958997,1930.998881
A321,9.09542272,55.31247003,2061.708689
A321,12.78567967,57.27391754,2445.630569
A321,14.21984794,48.62392695,2137.595964
A321,13.90229752,72.71169731,1922.064427
A321,13.63936331,70.48873438,2092.940833
A321,13.43468963,72.20317755,1463.254636
A321,13.47808647,53.47621121,2155.065972
A321,13.53056688,52.39842892,1995.641883
A321,13.14617959,73.35857335,1534.742063
A321,9.158709949,70.75511482,2223.685411
A321,12.32312135,49.61650754,2409.861089
A321,15.02315102,49.38624519,1650.837699
A321,14.5418071,54.07427741,2030.502486
A321,14.6875279,54.30140984,1439.895422
A321,9.79403175,43.82143667,1223.865656
A321,8.423424459,49.53510453,1873.236358
A321,9.363984768,67.14731675,1251.966235
A321,11.65184557,67.22387598,1650.463732
A321,15.97779509,70.94601742,1627.890978
A321,10.37174313,55.89408291,1107.305148
A321,11.3839667,73.72200785,1893.202268
A321,13.14453018,56.75015396,1115.803264
A321,8.52626968,74.43763272,2106.118446
A321,14.45562166,69.72469643,1709.79276
A321,8.772835927,55.84689473,2607.078422
A321,12.49331735,76.6645632,1825.489749
A321,14.58960248,68.38570137,1659.834024
A321,9.630573739,55.68208074,1784.955758
A321,12.68617655,67.95454012,1827.411742
A321,9.13627367,66.26162939,1789.75045
A321,9.012046483,66.98270146,2001.248689
A321,14.86886163,58.66547507,1876.692414
A321,10.52883389,39.12436596,1963.222452
A321,14.39981175,57.72036637,2061.580115
A321,11.90899058,41.41258145,2001.072895
A321,14.14234136,66.20684567,1659.785333
A321,11.96395118,47.0249952,2166.24238
A321,14.56182082,50.83145137,1885.379987
A321,14.6260249,60.73956568,1496.053241
A321,11.65582712,66.27469787,4572.631998
A321,9.808433359,66.64419508,2011.895344
A321,11.91040665,62.86590327,2534.539748
A321,12.51004237,71.7569255,2088.318992
A321,10.67925669,64.75735815,1583.876364
A321,13.71832267,64.62427815,2368.085236
A321,11.58021931,59.46621977,2317.253804
A321,12.62581808,77.52200037,1848.550864
A321,9.329827292,59.96973323,1939.187707
A321,10.44419508,60.94901124,1855.842606
A321,13.33628917,55.31430335,2111.689555
A321,10.52712918,55.96703833,1414.477649
A321,14.30371202,56.98848376,2158.94312
A321,14.76441787,67.73218706,1223.973282
A321,15.68029009,59.09461001,1147.181316
A321,16.43930296,69.15448449,1417.095687
A321,11.8714023,59.96154732,2082.24213
A321,9.516967391,64.39234451,1621.795687
A321,12.85828521,207.8273113,1589.989831
A321,10.156498,57.50271617,1662.896316
A321,12.14479438,68.73063767,2140.558302
A321,12.17386163,47.25571091,1522.189109
A321,11.52837336,37.14596659,2117.594583
A321,10.92470018,33.88136739,2044.205772
A321,15.53216335,58.72629885,1805.674409
A321,7.910305437,50.9737243,1559.883949
A321,8.707186988,79.57742472,1369.972961
A321,13.02482576,53.63314175,1680.466494
A321,9.889761059,47.29861005,1720.691202
A321,11.89865695,36.35353503,1613.724216
A321,10.01290552,74.19046045,1987.910425
A321,14.43013677,65.20682595,2446.460046
A321,9.587228974,49.35812568,1944.036811
A321,11.53242894,68.03079259,2142.917324
A321,13.10919327,44.97921365,1643.082962
A321,11.20456401,70.37355721,1265.804095
A321,15.63386968,61.7774309,843.7286996
A321,9.606265035,68.65918507,2385.458858
A321,14.38860334,41.53981622,1978.986477
A321,12.76054157,67.74115289,1525.842177
A321,10.59735976,76.31382004,1476.304503
A321,13.92805565,55.85640177,2520.197467
A321,11.75332839,53.83705007,1899.048248
A321,10.63196701,52.78075787,1478.384477
A321,13.63029632,69.03354688,1861.2804
A321,10.05832674,53.06928648,1989.394619
A321,13.58869541,51.01296671,1322.558113
A321,13.63271226,65.7177296,1425.426608
A321,12.16368566,76.40448458,2357.633568
A321,11.57631922,56.24540236,1906.58052
A321,14.82724241,48.45662774,2411.979315
A321,10.89708164,80.91711426,1318.810966
A321,14.13330552,64.97089642,1443.539165
A321,8.918527041,62.40376964,2052.709732
A321,14.3511695,58.88049885,1491.986646
A321,12.03941831,56.39761573,1768.212803
A321,14.26799451,70.4877194,1673.368529
A321,11.52924706,66.26097781,2032.75644
A321,9.869803697,57.68693381,3216.451438
A321,9.2826058,73.7508707,1315.217672
A321,13.48714545,59.48353492,1843.543551
A321,10.34089369,49.50611609,1518.520035
A321,11.28616184,52.95618986,1249.392572
A321,10.52706974,78.74653002,2148.360335
A321,11.15117421,52.21910332,2287.170366
A321,14.92822373,74.23753657,1616.379971
A321,13.90393674,41.32087956,1589.90316
A321,14.9993746,62.49449059,1501.428991
A321,14.05782934,49.63436866,1448.376875
A321,13.40160404,69.85619356,1958.676473
A321,13.46061528,69.31008899,1453.332193
A321,14.42045055,52.61621459,2010.800231
A321,13.63165201,77.21261831,1662.133668
A321,15.55116496,72.69594369,1697.670517
A321,11.01564624,73.3066449,1715.669417
A321,9.038809335,36.93111609,1659.631369
A321,14.90342587,50.32070733,1740.648108
A321,13.45415139,55.219338,1841.147141
A321,11.5993593,68.38414344,2210.046418
A321,14.32947054,69.68806812,1913.586598
A321,9.868554217,48.05241622,1758.682934
A321,9.135964898,59.11246365,1475.812098
A321,12.04523106,54.91330176,2368.748667
A321,8.113746942,64.11099594,2392.951847
A321,12.04126547,79.10452549,1330.369922
A321,11.17620183,77.39313306,2352.112205
A321,9.734879229,62.1667121,2152.106566
A321,12.97881159,74.28006565,1558.632247
A321,13.03493062,68.28380508,1995.141911
A321,12.35976461,48.8177444,1299.060344
A321,14.51330556,61.19440591,1914.892758
A321,13.0318584,67.02570217,2298.73037
A321,11.61617421,68.03047919,1294.248624
A321,10.76172777,56.79397227,1719.908203
A321,12.89860977,77.1063339,2268.783394
A321,13.3786255,73.65331606,1446.670395
A321,13.20402541,64.65405894,1537.446269
A321,11.56309334,70.86180861,1764.351376
A321,13.21214193,61.95149507,1881.357964
A321,8.197446228,74.09624842,2418.056533
A321,9.447084275,71.79506565,1716.958362
A321,9.22807886,45.94583713,1864.691813
A321,14.45492484,63.39218796,1811.115242
A321,12.20449943,56.60250217,1215.184186
A321,13.63282739,66.56577761,1162.217222
A321,11.40163432,45.47720781,2039.545499
A321,8.316838005,43.09982486,1160.77013
A321,15.1071154,53.1040962,2084.613268
A321,14.37847704,84.76891163,1609.523861
A321,12.44242985,66.07770235,2272.893091
A321,11.07466866,51.26070733,1686.357969
A321,13.31089958,72.56342346,1410.639066
A321,10.18099209,45.11167694,2500.816607
A321,13.95534174,53.42319063,2344.861782
A321,10.76611404,62.62214225,1512.415393
A321,14.20429046,60.57014712,999.1821749
A321,10.43748751,65.97813804,2650.157959
A321,9.773274493,51.15706522,1585.20835
A321,12.37366873,61.08646701,1818.574634
A321,13.71227482,78.77199627,2448.018019
A321,8.514211791,75.91603875,1971.036287
A321,12.99580088,67.23405501,1422.00157
A321,12.74647537,48.85409488,2330.892717
A321,9.229997414,54.21196083,1869.360664
A321,10.55051187,54.33217943,1468.667396
A321,13.88764858,57.39542693,1564.191692
A321,9.141587862,63.29700077,1893.049338
A321,12.57863749,51.31138909,2303.04378
A321,12.26392627,70.77871265,2327.986227
A321,10.86678457,84.87233428,1730.476921
A321,9.198305518,62.69228723,2317.313681
A321,9.880844328,74.4625555,1773.661679
A321,11.99412177,43.79197575,2282.292408
A321,10.84838213,84.12242472,1930.992373
A321,11.36218035,57.9961086,2129.975938
A321,8.985425808,65.23262021,1379.466063
A321,9.098065137,69.50034688,2177.486269
A321,8.254815778,73.48192438,1517.42729
A321,10.91610087,66.12279965,2059.808189
A321,11.70193286,76.26575685,1662.12182
A321,9.26442263,55.2382779,2605.877411
A321,6.924705957,63.65731873,839.7807308
A321,9.095306769,65.18161201,1752.463022
A321,10.71040493,34.27957634,2110.538443
A321,13.27788638,41.59957401,2064.629471
A321,9.087218692,66.63434994,1216.067768
A321,13.36212458,81.78253359,1589.629471
A321,13.77352321,49.26944506,1308.857667
A321,14.55278812,68.44028708,1801.717285
A321,12.23342446,72.92309494,2483.872246
A321,9.800179726,61.45651865,1688.905625
A321,9.720283672,77.55935627,1442.94335
A321,8.784382617,71.46254569,2085.742452
A321,13.08461007,78.50349438,1895.473182
A321,14.31672124,46.88385764,2239.819971
A321,10.8403021,75.41820237,2042.272205
A321,13.85687986,55.34075787,2089.797522
A321,9.782255868,74.47954706,1540.810931
A321,14.44523418,46.76958116,1644.146165
A321,15.11175376,55.56089577,2453.843107
A321,16.34809138,38.30457599,1911.418442
A321,14.40192872,62.6553923,1562.443464
A321,10.09195928,42.90802955,1937.473985
A321,14.64879604,70.35707013,1651.257711
A321,15.36225867,57.9869037,1410.87559
A321,15.87414164,64.74734797,1984.388485
A321,13.60940781,78.32276881,2296.194197
A321,15.94385834,73.73484347,2034.393439
A321,9.616825331,50.48410412,869.2401905
A321,10.53726675,54.54546334,2594.248825
A321,9.356801845,54.51552096,1658.321055
A321,11.49108997,72.16508291,1391.664471
A321,9.686358931,54.7073083,2054.762829
A321,10.58801748,51.39820638,2205.43192
A321,9.026992691,56.13788375,1526.793509
A321,15.53745138,66.12214718,2092.480075
A321,11.01046857,77.13991791,1685.54108
A321,8.237448583,74.69694594,2339.479086
A321,15.99807007,77.48273888,2465.50475
A321,9.911263498,56.92875233,2040.020676
A321,11.05240357,55.16329358,1882.457483
A321,15.13204503,81.39475827,2142.774255
A321,10.64731256,67.44549081,1935.07746
A321,9.127581764,51.6775567,2124.749852
A321,14.96547814,74.33468368,1485.108992
A321,9.507800725,61.0626013,1540.853431
A321,11.41288315,77.11975912,2029.934896
A321,12.50386258,73.71789476,2341.500978
A321,11.90546857,59.01508899,1688.462621
A321,6.775996659,50.07180019,2188.10842
